Curs;Estudi;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Nivell;Sexe;Concert;Resultat de l'avaluació;Alumnes avaluats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;65
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;NO PROMOCIONEN;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;46
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;58
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;63
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;72
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0807200;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;53
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;40
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;29
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;39
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;37
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;HOME;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;50
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;35
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;19
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PRIVAT;SOCIETATS MERCANTILS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;NO PROMOCIONEN;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;98
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;234
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;NO PROMOCIONEN;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;144
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;200
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;NO PROMOCIONEN;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;82
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;232
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;NO PROMOCIONEN;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;135
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;189
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;NO PROMOCIONEN;19
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;81
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;213
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;NO PROMOCIONEN;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;145
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;191
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;41
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;76
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;209
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;70
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;82
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0807300;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;178
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;1;DONA;SI;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;1;HOME;SI;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;2;DONA;SI;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;2;HOME;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;3;DONA;SI;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;3;HOME;SI;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PRIVAT;COOPERATIVES;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;37
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;84
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;45
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;75
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0807600;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;NO PROMOCIONEN;1
