Curs;Estudi;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Nivell;Sexe;Concert;Resultat de l'avaluació;Alumnes avaluats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17147;RIPOLL;1714700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17147;RIPOLL;1714700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17147;RIPOLL;1714700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17147;RIPOLL;1714700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17147;RIPOLL;1714700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;36
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;31;RIPOLLÈS;17167;SANT JOAN DE LES ABADESSES;1716700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;21
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;29
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;19
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17007;AMER;1700700;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;39
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;21
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;42
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;37
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;40
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17008;ANGLÈS;1700800;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;NO PROMOCIONEN;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN AMB PENDENTS;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;DONA;;PROMOCIONEN SENSE PENDENTS;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;NO PROMOCIONEN;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;1;HOME;;PROMOCIONEN SENSE PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;DONA;;PROMOCIONEN SENSE PENDENTS;21
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN AMB PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;2;HOME;;PROMOCIONEN SENSE PENDENTS;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN AMB PENDENTS;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;DONA;;PROMOCIONEN SENSE PENDENTS;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;NO PROMOCIONEN;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN AMB PENDENTS;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;3;HOME;;PROMOCIONEN SENSE PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;NO PROMOCIONEN;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN AMB PENDENTS;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;DONA;;PROMOCIONEN SENSE PENDENTS;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;NO PROMOCIONEN;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17009;ARBÚCIES;1700900;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;4;HOME;;PROMOCIONEN SENSE PENDENTS;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;3;HOME;SI;PROMOCIONEN SENSE PENDENTS;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;4;DONA;SI;NO PROMOCIONEN;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;4;DONA;SI;PROMOCIONEN SENSE PENDENTS;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;4;HOME;SI;NO PROMOCIONEN;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;4;HOME;SI;PROMOCIONEN SENSE PENDENTS;26
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;FUNDACIONS;4;NINF;SI;PROMOCIONEN AMB PENDENTS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN AMB PENDENTS;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;DONA;SI;PROMOCIONEN SENSE PENDENTS;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN AMB PENDENTS;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;1;HOME;SI;PROMOCIONEN SENSE PENDENTS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN AMB PENDENTS;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;DONA;SI;PROMOCIONEN SENSE PENDENTS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN AMB PENDENTS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;2;HOME;SI;PROMOCIONEN SENSE PENDENTS;18
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN AMB PENDENTS;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;DONA;SI;PROMOCIONEN SENSE PENDENTS;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0117;GIRONA;34;SELVA;17023;BLANES;1702300;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;3;HOME;SI;PROMOCIONEN AMB PENDENTS;12
