codi,comarca,sexe,repetixen,dones,homes,total,pct_repetidors_dones,pct_repetidors_homes,ratio_repetidors_dones,ratio_repetidors_homes
42,moianes,dona,3,6906.0,7313.0,14219.0,0.043440486533449174,0.04102283604539861,0.0004344048653344917,0.00041022836045398605
42,moianes,home,10,6906.0,7313.0,14219.0,0.1448016217781639,0.13674278681799534,0.0014480162177816392,0.0013674278681799535
22,montsia,dona,48,33933.0,34590.0,68523.0,0.1414552205817346,0.13876843018213356,0.001414552205817346,0.0013876843018213356
22,montsia,home,75,33933.0,34590.0,68523.0,0.22102378215896032,0.21682567215958368,0.002210237821589603,0.002168256721595837
23,noguera,dona,29,18748.0,20395.0,39143.0,0.15468316620439515,0.14219171365530767,0.0015468316620439514,0.0014219171365530768
23,noguera,home,51,18748.0,20395.0,39143.0,0.27202901642841903,0.25006128953174794,0.00272029016428419,0.0025006128953174796
24,osona,dona,89,81411.0,82456.0,163867.0,0.10932183611551263,0.10793635393421946,0.0010932183611551264,0.0010793635393421947
24,osona,home,158,81411.0,82456.0,163867.0,0.19407696748596626,0.19161734743378286,0.0019407696748596627,0.0019161734743378287
25,pallars jussa,dona,6,6422.0,6690.0,13112.0,0.09342883836810963,0.08968609865470852,0.0009342883836810962,0.0008968609865470852
25,pallars jussa,home,8,6422.0,6690.0,13112.0,0.12457178449081284,0.1195814648729447,0.0012457178449081284,0.001195814648729447
26,pallars sobira,dona,4,3459.0,3657.0,7116.0,0.11564035848511131,0.10937927262783702,0.0011564035848511131,0.0010937927262783702
26,pallars sobira,home,1,3459.0,3657.0,7116.0,0.028910089621277828,0.027344818156959255,0.0002891008962127783,0.00027344818156959256
27,pla d'urgell,dona,42,18096.0,19104.0,37200.0,0.23209549071618035,0.2198492462311558,0.0023209549071618036,0.0021984924623115578
27,pla d'urgell,home,63,18096.0,19104.0,37200.0,0.34814323607427056,0.32977386934673364,0.0034814323607427057,0.0032977386934673367
28,pla de l'estany,dona,17,16438.0,16379.0,32817.0,0.10341890740966055,0.10379144025886808,0.0010341890740966054,0.0010379144025886807
28,pla de l'estany,home,26,16438.0,16379.0,32817.0,0.1581700936853632,0.15873984980768055,0.001581700936853632,0.0015873984980768056
29,priorat,dona,4,4430.0,4853.0,9283.0,0.09029345372460496,0.082423243354626,0.0009029345372460496,0.00082423243354626
29,priorat,home,10,4430.0,4853.0,9283.0,0.2257336343115124,0.20605810838656502,0.002257336343115124,0.0020605810838656502
30,ribera d'ebre,dona,14,10763.0,11136.0,21899.0,0.13007525782774318,0.1257183908045977,0.0013007525782774319,0.001257183908045977
30,ribera d'ebre,home,19,10763.0,11136.0,21899.0,0.17653070705193719,0.17061781609195403,0.0017653070705193718,0.0017061781609195403
31,ripolles,dona,18,12723.0,12725.0,25448.0,0.14147606696533838,0.14145383104125736,0.0014147606696533837,0.0014145383104125736
31,ripolles,home,30,12723.0,12725.0,25448.0,0.23579344494223062,0.2357563850687623,0.002357934449422306,0.002357563850687623
32,segarra,dona,10,11174.0,12281.0,23455.0,0.08949346697691068,0.0814265939255761,0.0008949346697691068,0.000814265939255761
32,segarra,home,42,11174.0,12281.0,23455.0,0.3758725613030249,0.3419916944874196,0.0037587256130302486,0.003419916944874196
33,segria,dona,187,104205.0,106498.0,210703.0,0.1794539609423732,0.17559015192773572,0.0017945396094237321,0.0017559015192773573
33,segria,home,349,104205.0,106498.0,210703.0,0.33491675063576604,0.32770568461379557,0.0033491675063576603,0.0032770568461379557
34,selva,dona,110,86595.0,88740.0,175335.0,0.12702811940643224,0.12395762902862294,0.0012702811940643224,0.0012395762902862293
34,selva,home,198,86595.0,88740.0,175335.0,0.22865061493157804,0.2231237322515213,0.0022865061493157804,0.002231237322515213
35,solsones,dona,8,6752.0,6896.0,13648.0,0.11848341232227488,0.11600928074245939,0.001184834123222749,0.001160092807424594
35,solsones,home,18,6752.0,6896.0,13648.0,0.2665876777251185,0.2610208816705336,0.002665876777251185,0.0026102088167053363
36,tarragones,dona,273,132277.0,130591.0,262868.0,0.20638508584258788,0.20904962822859155,0.002063850858425879,0.0020904962822859154
36,tarragones,home,428,132277.0,130591.0,262868.0,0.3235634312843503,0.3277408090909787,0.0032356343128435027,0.003277408090909787
37,terra alta,dona,1,5590.0,5815.0,11405.0,0.017889087656529516,0.017196904557179708,0.00017889087656529517,0.00017196904557179707
37,terra alta,home,4,5590.0,5815.0,11405.0,0.07155635062611806,0.06878761822871883,0.0007155635062611807,0.0006878761822871883
38,urgell,dona,23,18344.0,18895.0,37239.0,0.12538159616223288,0.12172532415983064,0.0012538159616223288,0.0012172532415983064
38,urgell,home,42,18344.0,18895.0,37239.0,0.22895769733972962,0.2222810267266473,0.002289576973397296,0.002222810267266473
40,valles occidental,dona,678,476796.0,460590.0,937386.0,0.14219917952331815,0.14720250113984237,0.0014219917952331814,0.0014720250113984237
40,valles occidental,home,1228,476796.0,460590.0,937386.0,0.25755249624577387,0.2666145595866172,0.0025755249624577385,0.0026661455958661715
41,valles oriental,dona,204,208227.0,207088.0,415315.0,0.09797000388998545,0.09850884648072317,0.0009797000388998545,0.0009850884648072316
41,valles oriental,home,454,208227.0,207088.0,415315.0,0.2180312831669284,0.2192304720698447,0.002180312831669284,0.002192304720698447
