codi,comarca,espanyola,resta_ue,resta_d'europa,africa,america_del_nord_i_central,america_del_sud,asia_i_oceania,total,espanyola_pct,espanyola_ratio,resta_ue_pct,resta_ue_ratio,resta_d'europa_pct,resta_d'europa_ratio,africa_pct,africa_ratio,america_del_nord_i_central_pct,america_del_nord_i_central_ratio,america_del_sud_pct,america_del_sud_ratio,asia_i_oceania_pct,asia_i_oceania_ratio,any
22,montsia,56512,5822,776,2828,286,1109,930,68263,82.79,0.8278569649737046,8.53,0.0852877840118365,1.14,0.0113677980750919,4.14,0.0414280063870618,0.42,0.0041896781565416,1.62,0.0162459897748414,1.36,0.013623778620922,2020
23,noguera,32071,2796,264,3115,92,587,207,39132,81.96,0.8195594398446284,7.15,0.0714504753143207,0.67,0.0067463968107942,7.96,0.0796023714606971,0.24,0.0023510170704282,1.5,0.0150005110906674,0.53,0.0052897884084636,2020
24,osona,136830,3835,833,15223,984,2577,3420,163702,83.58,0.8358480653871059,2.34,0.0234267143956701,0.51,0.0050885144958522,9.3,0.0929921442621348,0.6,0.0060109222856165,1.57,0.0157420190345872,2.09,0.0208916201390331,2020
25,pallars jussa,11367,637,93,590,129,360,51,13227,85.94,0.8593785438875028,4.82,0.0481590685718605,0.7,0.0070310728056248,4.46,0.0446057307023512,0.98,0.0097527784078022,2.72,0.0272170560217736,0.39,0.0038557496030845,2020
26,pallars sobira,6290,402,10,78,34,101,15,6930,90.76,0.9076479076479076,5.8,0.058008658008658,0.14,0.0014430014430014,1.13,0.0112554112554112,0.49,0.0049062049062049,1.46,0.0145743145743145,0.22,0.0021645021645021,2020
27,pla d'urgell,29702,2686,253,3412,68,442,174,36737,80.85,0.8085036883795629,7.31,0.0731142989356779,0.69,0.0068867898848572,9.29,0.0928763916487464,0.19,0.0018509949097639,1.2,0.0120314669134659,0.47,0.0047363693279255,2020
28,pla de l'estany,27700,1012,158,2376,558,505,328,32637,84.87,0.8487299690535282,3.1,0.0310077519379844,0.48,0.0048411312314244,7.28,0.0728008088978766,1.71,0.0170971596654104,1.55,0.0154732358979072,1.0,0.0100499433158684,2020
29,priorat,8092,502,41,373,41,102,9,9160,88.34,0.883406113537118,5.48,0.0548034934497816,0.45,0.004475982532751,4.07,0.0407205240174672,0.45,0.004475982532751,1.11,0.0111353711790393,0.1,0.0009825327510917,2020
30,ribera d'ebre,18357,1641,181,1268,61,148,214,21870,83.94,0.8393689986282579,7.5,0.075034293552812,0.83,0.0082761774119798,5.8,0.0579789666209419,0.28,0.0027892089620484,0.68,0.0067672610882487,0.98,0.009785093735711,2020
31,ripolles,22666,428,104,1095,322,478,160,25253,89.76,0.8975567259335524,1.69,0.0169484813685502,0.41,0.0041183225755355,4.34,0.0433611848097255,1.28,0.0127509602819466,1.89,0.01892844414525,0.63,0.0063358808854393,2020
32,segarra,16836,2248,1400,2351,91,281,111,23318,72.2,0.7220173256711553,9.64,0.0964062097950081,6.0,0.0600394544986705,10.08,0.1008233982331246,0.39,0.0039025645424135,1.21,0.012050776224376,0.48,0.0047602710352517,2020
33,segria,171166,12744,1653,18382,1190,4209,2496,211840,80.8,0.8079966012084592,6.02,0.0601586102719033,0.78,0.0078030589123867,8.68,0.0867730362537764,0.56,0.0056174471299093,1.99,0.0198687688821752,1.18,0.0117824773413897,2020
34,selva,138437,10735,5614,9333,2360,4017,4142,174638,79.27,0.7927083452627721,6.15,0.0614700122539195,3.21,0.032146497325897,5.34,0.053441977118382,1.35,0.0135136682738006,2.3,0.0230018667185835,2.37,0.023717633046645,2020
35,solsones,12034,604,65,603,47,127,33,13513,89.05,0.890549840893954,4.47,0.0446976985125434,0.48,0.0048101827869459,4.46,0.0446236957004366,0.35,0.0034781321690224,0.94,0.0093983571375712,0.24,0.0024420927995263,2020
36,tarragones,213304,10681,3804,17594,1976,9097,5010,261466,81.58,0.8158001422747125,4.09,0.0408504356206925,1.45,0.0145487367382374,6.73,0.0672898197088722,0.76,0.0075573879586638,3.48,0.0347922865688081,1.92,0.019161191130013,2020
37,terra alta,9982,1066,31,89,76,58,128,11430,87.33,0.8733158355205599,9.33,0.0932633420822397,0.27,0.0027121609798775,0.78,0.0077865266841644,0.66,0.0066491688538932,0.51,0.0050743657042869,1.12,0.0111986001749781,2020
38,urgell,30037,2408,660,3224,156,442,189,37116,80.93,0.8092736286237742,6.49,0.0648776807845673,1.78,0.0177820885871322,8.69,0.0868628084922944,0.42,0.0042030391205948,1.19,0.0119086108416855,0.51,0.0050921435499515,2020
39,aran,8481,954,74,232,89,307,38,10175,83.35,0.8335135135135135,9.38,0.0937592137592137,0.73,0.0072727272727272,2.28,0.0228009828009828,0.87,0.0087469287469287,3.02,0.0301719901719901,0.37,0.0037346437346437,2020
40,valles occidental,829243,19280,4763,33983,11018,27271,11950,937508,88.45,0.8845183187770131,2.06,0.0205651578439864,0.51,0.0050804899798188,3.62,0.036248224015155,1.18,0.0117524330459046,2.91,0.0290888184420826,1.27,0.0127465578960392,2020
41,valles oriental,375482,7213,2077,15303,2691,8380,3424,414570,90.57,0.9057143546325108,1.74,0.0173987505125793,0.5,0.0050100103721928,3.69,0.0369129459439901,0.65,0.0064910630291627,2.02,0.0202137154159731,0.83,0.0082591600935909,2020
42,moianes,12638,286,70,330,55,304,236,13919,90.8,0.9079675264027588,2.05,0.0205474531216323,0.5,0.005029096917882,2.37,0.0237085997557295,0.4,0.0039514332926215,2.18,0.0218406494719448,1.7,0.0169552410374308,2020
01,alt camp,38831,1222,467,2767,191,569,249,44296,87.66,0.876625428932635,2.76,0.0275871410511107,1.05,0.0105427126602853,6.25,0.0624661368972367,0.43,0.0043119017518511,1.28,0.0128454036481849,0.56,0.005621275058696,2019
02,alt emporda,107134,11865,2054,13157,2167,3892,1070,141339,75.8,0.7579931936691218,8.39,0.0839471058943391,1.45,0.014532436199492,9.31,0.0930882488202124,1.53,0.0153319324461047,2.75,0.0275366317859897,0.76,0.0075704511847402,2019
03,alt penedes,96742,1868,652,6127,573,1725,724,108411,89.24,0.8923633210652056,1.72,0.0172307238195386,0.6,0.0060141498556419,5.65,0.0565164051618378,0.53,0.0052854415142374,1.59,0.0159116694800343,0.67,0.0066782891035042,2019
04,alt urgell,17822,1044,212,345,150,504,100,20177,88.33,0.8832829459285325,5.17,0.051742082569262,1.05,0.0105070129355206,1.71,0.0170986767111067,0.74,0.0074342072656985,2.5,0.0249789364127471,0.5,0.0049561381771323,2019
05,alta ribagorca,3365,171,61,121,19,59,6,3802,88.51,0.8850604944765913,4.5,0.0449763282482903,1.6,0.0160441872698579,3.18,0.0318253550762756,0.5,0.0049973698053655,1.55,0.0155181483429773,0.16,0.0015781167806417,2019
06,anoia,110665,1818,569,5045,500,1233,908,120738,91.66,0.9165714191058324,1.51,0.0150573970083983,0.47,0.0047126836621444,4.18,0.0417846908181351,0.41,0.0041411982971392,1.02,0.0102121950007454,0.75,0.0075204161076048,2019
07,bages,158068,3918,1204,10302,1194,2616,1583,178885,88.36,0.8836291472174861,2.19,0.0219023394918523,0.67,0.0067305810995891,5.76,0.0575900718338597,0.67,0.0066746792632137,1.46,0.014623920395785,0.88,0.0088492606982139,2019
08,baix camp,160486,9154,2230,11798,1097,4605,1603,190973,84.04,0.8403596319898624,4.79,0.0479334775072916,1.17,0.0116770433516779,6.18,0.0617783665753797,0.57,0.0057442675142559,2.41,0.0241133563383305,0.84,0.0083938567232017,2019
09,baix ebre,64823,4497,1014,4496,421,864,1481,77596,83.54,0.8353909995360586,5.8,0.0579540182483633,1.31,0.013067683901232,5.79,0.0579411309861333,0.54,0.0054255373988349,1.11,0.0111345945667302,1.91,0.0190860353626475,2019
10,baix emporda,108009,7288,3160,10922,2123,1994,863,134359,80.39,0.8038836252130486,5.42,0.0542427377399355,2.35,0.0235190794810917,8.13,0.081289679143191,1.58,0.0158009511830245,1.48,0.0148408368624357,0.64,0.0064230903772728,2019
11,baix llobregat,741282,21336,5249,22262,6176,19203,10455,825963,89.75,0.8974760370621928,2.58,0.025831665583083,0.64,0.0063550062169855,2.7,0.0269527811778493,0.75,0.0074773325197375,2.32,0.0232492254495661,1.27,0.0126579519905855,2019
12,baix penedes,89708,4164,1113,5788,774,2596,848,104991,85.44,0.8544351420597956,3.97,0.0396605423321999,1.06,0.0106009086493127,5.51,0.0551285348267946,0.74,0.0073720604623253,2.47,0.0247259288891428,0.81,0.0080768827804287,2019
13,barcelones,1840756,106423,29691,41443,48499,101846,109779,2278437,80.79,0.8079029615477628,4.67,0.0467087744800492,1.3,0.0130313017213115,1.82,0.0181892235773909,2.13,0.0212860833983998,4.47,0.0446999412316425,4.82,0.0481817140434429,2019
14,bergueda,36153,880,180,1245,236,553,199,39446,91.65,0.9165187851746692,2.23,0.022308979364194,0.46,0.0045632003244942,3.16,0.0315621355777518,0.6,0.0059828626476702,1.4,0.0140191654413628,0.5,0.0050448714698575,2019
15,cerdanya,15612,762,276,350,163,953,76,18192,85.82,0.8581794195250659,4.19,0.04188654353562,1.52,0.0151715039577836,1.92,0.0192392260334212,0.9,0.0089599824098504,5.24,0.0523856640281442,0.42,0.0041776605101143,2019
16,conca de barbera,17757,813,249,848,57,154,164,20042,88.6,0.885989422213352,4.06,0.0405648138908292,1.24,0.0124239097894421,4.23,0.0423111465921564,0.28,0.0028440275421614,0.77,0.0076838638858397,0.82,0.0081828160862189,2019
17,garraf,129942,9702,1294,3509,1229,3757,1454,150887,86.12,0.861187511183866,6.43,0.0642997740030618,0.86,0.0085759541908845,2.33,0.0232558139534883,0.81,0.0081451682384831,2.49,0.0248994280488047,0.96,0.0096363503814112,2019
18,garrigues,16401,1260,63,918,45,102,44,18833,87.09,0.8708649710614347,6.69,0.0669038390060001,0.33,0.0033451919503,4.87,0.0487442255615143,0.24,0.0023894228216428,0.54,0.0054160250623904,0.23,0.0023363245367174,2019
19,garrotxa,48698,1806,615,2239,1016,687,2529,57590,84.56,0.8455981941309255,3.14,0.0313596110435839,1.07,0.0106789373155061,3.89,0.0388782774787289,1.76,0.0176419517277305,1.19,0.0119291543670776,4.39,0.0439138739364473,2019
20,girones,154282,6997,1833,16276,7838,3759,2923,193908,79.56,0.7956453575922603,3.61,0.0360841223673082,0.95,0.0094529364440868,8.39,0.0839367122552963,4.04,0.0404212306867174,1.94,0.0193854817748623,1.51,0.0150741588794686,2019
21,maresme,399480,11269,3415,21305,3106,8199,5916,452690,88.25,0.882458194349334,2.49,0.0248934149197022,0.75,0.0075437937661534,4.71,0.0470631116216395,0.69,0.006861207448806,1.81,0.0181117320903929,1.31,0.0130685458039718,2019
22,montsia,56239,5864,787,2477,240,974,855,67436,83.4,0.8339610890325642,8.7,0.0869565217391304,1.17,0.0116703244557802,3.67,0.0367311228423987,0.36,0.0035589299483955,1.44,0.0144433240405718,1.27,0.012678687941159,2019
23,noguera,32242,2779,263,2764,88,456,178,38770,83.16,0.8316223884446737,7.17,0.0716791333505287,0.68,0.00678359556358,7.13,0.0712922362651534,0.23,0.0022697962342017,1.18,0.0117616713954088,0.46,0.0045911787464534,2019
24,osona,136233,3736,772,14054,759,2175,3092,160821,84.71,0.8471095192791986,2.32,0.0232307969730321,0.48,0.0048003681111297,8.74,0.0873890847588312,0.47,0.0047195328968231,1.35,0.0135243531628332,1.92,0.0192263448181518,2019
25,pallars jussa,11423,581,94,534,102,303,43,13080,87.33,0.8733180428134557,4.44,0.0444189602446483,0.72,0.0071865443425076,4.08,0.0408256880733945,0.78,0.0077981651376146,2.32,0.0231651376146789,0.33,0.0032874617737003,2019
26,pallars sobira,6256,432,17,83,32,95,17,6932,90.25,0.9024812463935372,6.23,0.0623196768609347,0.25,0.0024523946912867,1.2,0.0119734564339296,0.46,0.0046162723600692,1.37,0.0137045585689555,0.25,0.0024523946912867,2019
27,pla d'urgell,29879,2794,244,3175,45,382,174,36693,81.43,0.8142970048783147,7.61,0.0761453138200746,0.66,0.006649769710844,8.65,0.0865287657046303,0.12,0.0012263919548687,1.04,0.0104107050391082,0.47,0.0047420488921592,2019
28,pla de l'estany,27558,954,145,2389,478,455,314,32293,85.34,0.8533737961787384,2.95,0.0295420060074938,0.45,0.0044901371814325,7.4,0.0739788808720156,1.48,0.0148019694670671,1.41,0.014089740810702,0.97,0.0097234694825503,2019
29,priorat,8180,512,44,371,33,97,8,9245,88.48,0.8848025959978366,5.54,0.0553812871822606,0.48,0.0047593293672255,4.01,0.0401297998918334,0.36,0.0035694970254191,1.05,0.0104921579232017,0.09,0.0008653326122228,2019
30,ribera d'ebre,18511,1613,171,1198,64,133,175,21865,84.66,0.846604161902584,7.38,0.0737708666819117,0.78,0.0078207180425337,5.48,0.0547907614909673,0.29,0.0029270523667962,0.61,0.0060827806997484,0.8,0.0080036588154584,2019
31,ripolles,22780,401,94,1003,286,371,152,25087,90.8,0.908040020727867,1.6,0.0159843743771674,0.37,0.0037469605771913,4.0,0.0399808665842866,1.14,0.0114003268625184,1.48,0.0147885358950851,0.61,0.0060589149758839,2019
32,segarra,16840,2126,1414,2233,82,252,105,23052,73.05,0.730522297414541,9.22,0.0922262710393892,6.13,0.0613395800798195,9.69,0.096867950720111,0.36,0.0035571750824223,1.09,0.0109318063508589,0.46,0.0045549193128578,2019
33,segria,171311,12919,1566,17216,1020,3544,2242,209818,81.65,0.8164742777073464,6.16,0.0615724103747057,0.75,0.0074636113202871,8.21,0.0820520641698996,0.49,0.0048613560323709,1.69,0.0168908291948259,1.07,0.0106854512005642,2019
34,selva,137811,10493,5253,8655,2002,3511,3892,171617,80.3,0.803014852840919,6.11,0.0611419614606944,3.06,0.0306088557660371,5.04,0.0504320667532936,1.17,0.0116655109925007,2.05,0.0204583462011339,2.27,0.022678405985421,2019
35,solsones,12038,626,60,554,34,115,42,13469,89.38,0.8937560323706288,4.65,0.0464770955527507,0.45,0.0044546736951518,4.11,0.0411314871185685,0.25,0.0025243150939193,0.85,0.0085381245823743,0.31,0.0031182715866062,2019
36,tarragones,212278,10249,3620,16442,1839,7602,4700,256730,82.69,0.8268531141666342,3.99,0.0399213181163089,1.41,0.0141004167802749,6.4,0.0640439372102987,0.72,0.0071631675300899,2.96,0.0296108752385774,1.83,0.0183071709578156,2019
37,terra alta,10083,1055,33,67,66,48,138,11490,87.75,0.8775456919060052,9.18,0.0918189730200174,0.29,0.0028720626631853,0.58,0.0058311575282854,0.57,0.0057441253263707,0.42,0.004177545691906,1.2,0.0120104438642297,2019
38,urgell,29925,2342,631,3080,154,386,175,36693,81.56,0.8155506499877361,6.38,0.0638268879622816,1.72,0.0171967405227155,8.39,0.0839397160221295,0.42,0.0041969858011064,1.05,0.0105197176573188,0.48,0.0047693020467119,2019
39,aran,8479,932,69,236,84,256,37,10093,84.01,0.8400871891409888,9.23,0.092341226592688,0.68,0.0068364212820766,2.34,0.0233825423560883,0.83,0.0083225998216585,2.54,0.0253641137421975,0.37,0.0036659070643019,2019
40,valles occidental,825892,18238,4357,32114,9470,24299,10867,925237,89.26,0.8926275105729667,1.97,0.0197117062979539,0.47,0.0047090637317789,3.47,0.0347089448433212,1.02,0.0102352154096734,2.63,0.0262624603209772,1.17,0.0117450988233285,2019
41,valles oriental,373353,6980,2019,14508,2247,7353,3178,409638,91.14,0.9114217919236008,1.7,0.0170394348180588,0.49,0.0049287419624155,3.54,0.0354166361519195,0.55,0.0054853309507418,1.79,0.0179499948735224,0.78,0.0077580693197408,2019
42,moianes,12463,257,66,322,47,245,203,13603,91.62,0.9161949569947806,1.89,0.0188928912739836,0.49,0.0048518709108284,2.37,0.0236712489891935,0.35,0.0034551201940748,1.8,0.0180107329265603,1.49,0.0149231787105785,2019
01,alt camp,38948,1214,448,2609,165,474,207,44065,88.39,0.8838760921366163,2.76,0.0275502099171678,1.02,0.0101667990468625,5.92,0.0592079881992511,0.37,0.003744468398956,1.08,0.0107568364915465,0.47,0.0046976058095994,2018
02,alt emporda,106913,12101,2045,12760,1960,3758,1032,140569,76.06,0.7605730993320007,8.61,0.0860858368488073,1.45,0.0145480155653095,9.08,0.0907739259722983,1.39,0.0139433303217636,2.67,0.0267342017087693,0.73,0.007341590251051,2018
03,alt penedes,96818,1884,616,5987,505,1635,677,108122,89.55,0.895451434490668,1.74,0.017424760918222,0.57,0.0056972679010747,5.54,0.0553726346164517,0.47,0.0046706498214979,1.51,0.01512180684782,0.63,0.0062614454042655,2018
04,alt urgell,17958,1052,217,333,106,446,112,20224,88.8,0.8879549050632911,5.2,0.0520174050632911,1.07,0.010729825949367,1.65,0.0164655854430379,0.52,0.0052412974683544,2.21,0.0220530063291139,0.55,0.0055379746835443,2018
05,alta ribagorca,3364,176,55,98,14,61,6,3774,89.14,0.8913619501854796,4.66,0.0466348701642819,1.46,0.0145733969263381,2.6,0.0259671436142024,0.37,0.003709591944886,1.62,0.0161632220455749,0.16,0.0015898251192368,2018
06,anoia,109805,1769,538,4677,430,1057,813,119089,92.2,0.9220414983751648,1.49,0.0148544365978385,0.45,0.004517629671926,3.93,0.039273148653528,0.36,0.0036107449050709,0.89,0.0088757148015349,0.68,0.0068268269949365,2018
07,bages,157710,3743,1146,9298,924,2243,1421,176485,89.36,0.8936170212765957,2.12,0.0212086012975607,0.65,0.0064934696999745,5.27,0.0526843641102643,0.52,0.0052355724282516,1.27,0.0127092954075417,0.81,0.0080516757798113,2018
08,baix camp,159713,8934,2108,11253,1016,4267,1550,188841,84.58,0.8457538352370513,4.73,0.0473096414443897,1.12,0.0111628301057503,5.96,0.0595898136527554,0.54,0.0053801875652003,2.26,0.022595728681801,0.82,0.0082079633130517,2018
09,baix ebre,65181,4569,1057,4443,372,821,1425,77868,83.71,0.8370704268762521,5.87,0.0586762212975805,1.36,0.013574253865516,5.71,0.0570580983202342,0.48,0.0047773154569271,1.05,0.0105434838444547,1.83,0.0183002003390352,2018
10,baix emporda,107782,7227,3046,10847,1883,1834,842,133461,80.76,0.8075917309176464,5.42,0.054150650751905,2.28,0.0228231468369036,8.13,0.0812746794943841,1.41,0.0141089906414608,1.37,0.0137418421861068,0.63,0.0063089591715931,2018
11,baix llobregat,740451,20469,4876,21232,5341,17415,9384,819168,90.39,0.9039061584436892,2.5,0.0249875483417321,0.6,0.0059523809523809,2.59,0.0259189812102035,0.65,0.0065200300792999,2.13,0.0212593753662252,1.15,0.011455525606469,2018
12,baix penedes,88324,3989,979,5545,662,2149,761,102409,86.25,0.8624632600650334,3.9,0.0389516546397289,0.96,0.0095597066664062,5.41,0.054145631731586,0.65,0.0064642756007772,2.1,0.0209844837856047,0.74,0.0074309875108633,2018
13,barcelones,1852363,98685,27795,39022,43105,91703,101969,2254642,82.16,0.8215774389016083,4.38,0.043769698249212,1.23,0.012327899506884,1.73,0.0173074040135861,1.91,0.0191183345293842,4.07,0.0406729760201397,4.52,0.0452262487791853,2018
14,bergueda,36162,865,178,1146,199,399,155,39104,92.48,0.9247647299509002,2.21,0.0221204991816693,0.46,0.0045519639934533,2.93,0.0293064648117839,0.51,0.0050889934533551,1.02,0.0102035597381342,0.4,0.0039637888707037,2018
15,cerdanya,15493,768,251,324,134,844,68,17882,86.64,0.8664019684599038,4.29,0.0429482160832121,1.4,0.0140364612459456,1.81,0.0181187786601051,0.75,0.0074935689520187,4.72,0.0471982999664467,0.38,0.0038027066323677,2018
16,conca de barbera,17891,811,248,756,56,174,167,20103,89.0,0.8899666716410486,4.03,0.0403422374769934,1.23,0.0123364671939511,3.76,0.0376063274138188,0.28,0.002785653882505,0.87,0.0086554245634979,0.83,0.0083072178281848,2018
17,garraf,129078,9598,1210,3340,1128,3437,1312,149103,86.57,0.8656968672662522,6.44,0.0643716088878158,0.81,0.0081151955359717,2.24,0.0224006223885501,0.76,0.0075652401360133,2.31,0.0230511793860619,0.88,0.0087992863993346,2018
18,garrigues,16497,1234,51,841,37,74,37,18771,87.89,0.878855681636567,6.57,0.0657397048638857,0.27,0.0027169570081508,4.48,0.0448031538010761,0.2,0.00197112567258,0.39,0.00394225134516,0.2,0.00197112567258,2018
19,garrotxa,48705,1679,563,2020,827,532,2287,56613,86.03,0.8603147686927031,2.97,0.02965749916097,0.99,0.009944712345221,3.57,0.0356808506880045,1.46,0.0146079522371186,0.94,0.0093971349336724,4.04,0.04039708194231,2018
20,girones,153684,6846,1764,15270,7084,3453,2685,190786,80.55,0.8055308041470548,3.59,0.0358831360791672,0.92,0.0092459614437118,8.0,0.0800373193001583,3.71,0.0371306070676045,1.81,0.0180988122818236,1.41,0.0140733596804797,2018
21,maresme,398032,10743,3150,20189,2801,7464,5445,447824,88.88,0.8888134624316696,2.4,0.0239893350959305,0.7,0.0070340133623923,4.51,0.0450824431026474,0.63,0.0062546893422415,1.67,0.0166672621386973,1.22,0.012158794526421,2018
22,montsia,56287,5803,806,2262,194,954,777,67083,83.91,0.8390650388324911,8.65,0.0865047776634914,1.2,0.0120149665339952,3.37,0.0337194222083091,0.29,0.0028919398357258,1.42,0.0142211886767139,1.16,0.0115826662492732,2018
23,noguera,32473,2764,265,2582,73,396,155,38708,83.89,0.8389221866280873,7.14,0.0714064276118631,0.68,0.0068461299989666,6.67,0.0667045571974785,0.19,0.0018859150563191,1.02,0.0102304433192104,0.4,0.0040043401880748,2018
24,osona,135651,3608,696,13042,661,1918,2758,158334,85.67,0.8567395505703134,2.28,0.0227872724746422,0.44,0.0043957709651748,8.24,0.082370179493981,0.42,0.0041747192643399,1.21,0.0121136332057549,1.74,0.0174188740257935,2018
25,pallars jussa,11565,574,95,495,94,227,41,13091,88.34,0.8834313650599649,4.38,0.0438469177297379,0.73,0.0072568940493468,3.78,0.0378122374150179,0.72,0.0071805056909327,1.73,0.0173401573600183,0.31,0.0031319226949812,2018
26,pallars sobira,6240,452,16,85,32,94,15,6934,89.99,0.8999134698586674,6.52,0.065186039803865,0.23,0.002307470435535,1.23,0.0122584366887799,0.46,0.00461494087107,1.36,0.0135563888087683,0.22,0.0021632535333141,2018
27,pla d'urgell,30059,2902,238,2972,37,363,169,36740,81.82,0.8181545998911268,7.9,0.0789874795862819,0.65,0.00647795318454,8.09,0.0808927599346761,0.1,0.0010070767555797,0.99,0.009880239520958,0.46,0.0045998911268372,2018
28,pla de l'estany,27515,949,144,2236,437,410,315,32006,85.97,0.85968255952009,2.97,0.029650690495532,0.45,0.0044991564081734,6.99,0.0698619008935824,1.37,0.0136536899331375,1.28,0.012810098106605,0.98,0.0098419046428794,2018
29,priorat,8239,541,42,351,29,86,8,9296,88.63,0.8862951807228916,5.82,0.058197074010327,0.45,0.0045180722891566,3.78,0.0377581755593803,0.31,0.0031196213425129,0.93,0.0092512908777969,0.09,0.0008605851979345,2018
30,ribera d'ebre,18793,1568,177,1086,52,130,158,21964,85.56,0.8556273902749955,7.14,0.0713895465306865,0.81,0.0080586414132216,4.94,0.0494445456201056,0.24,0.0023675104716809,0.59,0.0059187761792023,0.72,0.0071935895101074,2018
31,ripolles,22914,393,87,932,230,317,127,25000,91.66,0.91656,1.57,0.01572,0.35,0.00348,3.73,0.03728,0.92,0.0092,1.27,0.01268,0.51,0.00508,2018
32,segarra,16883,2094,1402,2033,83,224,103,22822,73.98,0.7397686442905967,9.18,0.0917535711155902,6.14,0.0614319516256244,8.91,0.0890807115940758,0.36,0.0036368416440276,0.98,0.0098150907019542,0.45,0.0045131890281307,2018
33,segria,171510,13129,1509,16368,885,3176,2061,208638,82.2,0.8220458401633451,6.29,0.0629271752988429,0.72,0.007232623012107,7.85,0.0784516722744658,0.42,0.0042417967963649,1.52,0.0152225385596104,0.99,0.0098783538952635,2018
34,selva,137417,9968,4990,8133,1765,3107,3649,169029,81.3,0.8129788379508842,5.9,0.0589721290429452,2.95,0.029521561388874,4.81,0.0481160037626679,1.04,0.0104419951605937,1.84,0.0183814611693851,2.16,0.0215880115246496,2018
35,solsones,11965,618,69,573,26,101,40,13392,89.34,0.8934438470728794,4.61,0.0461469534050179,0.52,0.0051523297491039,4.28,0.0427867383512544,0.19,0.0019414575866188,0.75,0.0075418160095579,0.3,0.0029868578255675,2018
36,tarragones,211389,9969,3492,15290,1590,6625,4435,252790,83.62,0.8362237430278097,3.94,0.039435895407255,1.38,0.0138138375726887,6.05,0.060484987539064,0.63,0.0062898057676332,2.62,0.026207524031805,1.75,0.0175442066537442,2018
37,terra alta,10193,965,36,60,60,40,129,11483,88.77,0.8876600191587565,8.4,0.0840372724897674,0.31,0.0031350692327788,0.52,0.0052251153879648,0.52,0.0052251153879648,0.35,0.0034834102586432,1.12,0.0112339980841243,2018
38,urgell,29881,2187,596,2912,142,351,174,36243,82.45,0.8244626548574897,6.03,0.0603426868636702,1.64,0.0164445548105841,8.03,0.0803465496785586,0.39,0.0039179979582264,0.97,0.0096846287558976,0.48,0.0048009270755732,2018
39,aran,8479,865,65,249,73,220,32,9983,84.93,0.8493438846038265,8.66,0.0866473004106981,0.65,0.0065110688169888,2.49,0.024942402083542,0.73,0.0073124311329259,2.2,0.02203746368827,0.32,0.0032054492637483,2018
40,valles occidental,825191,17718,4083,30560,8182,22203,9968,917905,89.9,0.8989939045979704,1.93,0.0193026511458157,0.44,0.0044481727411878,3.33,0.0332932057239038,0.89,0.0089137764801368,2.42,0.0241887777057538,1.09,0.0108595116052314,2018
41,valles oriental,372039,6753,1907,14082,1897,6684,2927,406289,91.57,0.915700400453864,1.66,0.0166211735981038,0.47,0.0046937032506417,3.47,0.0346600572498886,0.47,0.0046690902288764,1.65,0.0164513437479232,0.72,0.0072042314707018,2018
42,moianes,12411,234,54,288,44,234,167,13432,92.4,0.9239874925550924,1.74,0.0174210839785586,0.4,0.0040202501488981,2.14,0.0214413341274568,0.33,0.0032757593805836,1.74,0.0174210839785586,1.24,0.0124329958308516,2018
