Curs;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Estudi;Nivell;Sexe;Concert;Resultat de l'avaluació;Nombre alumnes
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;99
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de juny;99
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de setembre;7
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen amb pendents;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;19
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;109
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;No promocionen;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de juny;109
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de setembre;6
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen amb pendents;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;30
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;90
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;No promocionen;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de juny;90
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de setembre;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen amb pendents;14
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;21
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;95
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;No promocionen;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de juny;95
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de setembre;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen amb pendents;8
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;11
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;31
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;111
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;No promocionen;11
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de juny;111
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de setembre;15
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen amb pendents;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;83
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de juny;83
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;19
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;116
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;No promocionen;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de juny;116
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8219;VILASSAR DE MAR;821900;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de setembre;19
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;10
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;29
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;No promocionen;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de juny;29
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de setembre;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen amb pendents;7
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;6
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;19
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;33
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;No promocionen;6
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de juny;33
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de setembre;3
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen amb pendents;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;25
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;No promocionen;2
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de juny;25
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de setembre;5
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen amb pendents;8
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;28
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;20
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;No promocionen;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de juny;20
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de setembre;8
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen amb pendents;20
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;19
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;35
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;No promocionen;1
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de juny;35
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de setembre;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen amb pendents;15
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;6
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;17
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;No promocionen;6
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de juny;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de setembre;5
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen amb pendents;12
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;8
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;37
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de juny;37
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;8
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;21
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;No promocionen;13
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de juny;16
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8230;PREMIÀ DE DALT;823000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de setembre;21
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8235;SANT POL DE MAR;823500;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;4
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8235;SANT POL DE MAR;823500;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;36
2019/2020;508;MARESME-VALLÈS ORIENTAL;21;MARESME;8235;SANT POL DE MAR;823500;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de juny;36
