Curs;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Estudi;Nivell;Sexe;Concert;Resultat de l'avaluació;Nombre alumnes
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;26
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;19
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;30
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;1
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;69
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;No promocionen;19
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de juny;69
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de setembre;30
2019/2020;125;LLEIDA;27;PLA D'URGELL;25137;MOLLERUSSA;2513700;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de setembre;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;11
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;46
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de juny;46
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de setembre;3
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen amb pendents;8
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;25
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;54
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de juny;54
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de setembre;12
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen amb pendents;13
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;9
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;39
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de juny;39
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de setembre;5
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen amb pendents;4
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;5
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;34
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;30
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;No promocionen;5
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de juny;30
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de setembre;12
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen amb pendents;22
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;13
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;59
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de juny;59
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de setembre;3
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen amb pendents;10
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;4
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;27
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;42
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;No promocionen;4
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de juny;42
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de setembre;11
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen amb pendents;16
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;2
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;12
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;57
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;2
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de juny;57
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;12
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;4
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;12
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;44
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;No promocionen;4
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de juny;44
2019/2020;125;LLEIDA;32;SEGARRA;25072;CERVERA;2507200;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Promocionen al mes de setembre;12
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;11
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Alumnes avaluats;33
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de juny;33
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen al mes de setembre;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;;Promocionen amb pendents;8
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;11
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Alumnes avaluats;28
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;No promocionen;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de juny;28
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen al mes de setembre;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;;Promocionen amb pendents;10
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;12
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Alumnes avaluats;27
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de juny;27
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen al mes de setembre;6
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;;Promocionen amb pendents;6
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;28
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Alumnes avaluats;33
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;No promocionen;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de juny;33
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen al mes de setembre;8
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;;Promocionen amb pendents;20
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;14
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Alumnes avaluats;32
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;No promocionen;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de juny;32
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen al mes de setembre;2
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;;Promocionen amb pendents;12
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;20
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Alumnes avaluats;34
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;No promocionen;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de juny;34
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen al mes de setembre;8
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;;Promocionen amb pendents;12
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;9
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Alumnes avaluats;16
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;No promocionen;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de juny;16
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;9
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;;Promocionen al mes de setembre;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;3
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;1
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;17
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;2
2019/2020;125;LLEIDA;32;SEGARRA;25110;GUISSONA;2511000;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;;Alumnes avaluats;24
