codi,comarca,espanyola,resta_ue,resta_d'europa,africa,america_del_nord_i_central,america_del_sud,asia_i_oceania,total,espanyola_pct,espanyola_ratio,resta_ue_pct,resta_ue_ratio,resta_d'europa_pct,resta_d'europa_ratio,africa_pct,africa_ratio,america_del_nord_i_central_pct,america_del_nord_i_central_ratio,america_del_sud_pct,america_del_sud_ratio,asia_i_oceania_pct,asia_i_oceania_ratio
26,pallars sobira,6415,391,32,84,39,131,24,7116,90.15,0.9014896008993817,5.49,0.054946599213041035,0.45,0.004496908375491849,1.18,0.011804384485666104,0.55,0.0054806070826306915,1.84,0.018409218662169758,0.34,0.003372681281618887
27,pla d'urgell,29699,3010,271,3502,88,451,179,37200,79.84,0.7983602150537634,8.09,0.08091397849462366,0.73,0.00728494623655914,9.41,0.09413978494623657,0.24,0.0023655913978494624,1.21,0.012123655913978494,0.48,0.004811827956989248
28,pla de l'estany,27919,973,240,2311,568,509,297,32817,85.07,0.8507480878812811,2.96,0.029649267148124447,0.73,0.007313282749794314,7.04,0.07042081847822775,1.73,0.01730810250784654,1.55,0.01551025383185544,0.91,0.009050187402870464
29,priorat,8172,458,117,382,39,105,10,9283,88.03,0.8803188624367123,4.93,0.04933749865345255,1.26,0.012603684153829581,4.12,0.04115049014327265,0.42,0.004201228051276527,1.13,0.011310998599590649,0.11,0.0010772379618657763
30,ribera d'ebre,18287,1169,740,1274,65,146,218,21899,83.51,0.8350609616877483,5.34,0.053381432942143474,3.38,0.03379149732864514,5.82,0.058176172427964745,0.3,0.0029681720626512625,0.67,0.006666971094570528,1.0,0.009954792456276543
31,ripolles,22830,418,130,1110,303,486,171,25448,89.71,0.8971235460546998,1.64,0.016425652310594153,0.51,0.0051084564602326315,4.36,0.0436183590066017,1.19,0.011906633134234517,1.91,0.01909776799748507,0.67,0.0067195850361521535
32,segarra,16940,2237,1391,2366,93,320,108,23455,72.22,0.722234065231294,9.54,0.09537412065657642,5.93,0.059305052227670005,10.09,0.10087401406949478,0.4,0.003965039437220209,1.36,0.01364314645065018,0.46,0.004604561927094436
33,segria,170037,12213,1707,18662,1256,4369,2459,210703,80.7,0.8069984765285734,5.8,0.0579631044645781,0.81,0.008101450857367954,8.86,0.0885701674869366,0.6,0.005960997233072144,2.07,0.020735347859309076,1.17,0.011670455570162741
34,selva,140089,10018,5658,9335,2362,3960,3913,175335,79.9,0.7989790971568711,5.71,0.05713633900818433,3.23,0.03226965523141415,5.32,0.05324093877434625,1.35,0.013471354835030085,2.26,0.02258533664128668,2.23,0.022317278352867367
35,solsones,12130,618,81,592,55,129,43,13648,88.88,0.8887749120750293,4.53,0.04528135990621336,0.59,0.005934935521688159,4.34,0.04337631887456037,0.4,0.00402989449003517,0.95,0.009451934349355217,0.32,0.003150644783118406
36,tarragones,215057,10563,4364,17295,1929,8929,4731,262868,81.81,0.818117838611014,4.02,0.04018366632682563,1.66,0.01660148819940046,6.58,0.06579347809546997,0.73,0.007338283853493008,3.4,0.033967618728791636,1.8,0.017997626185005403
37,terra alta,9941,979,120,93,81,72,119,11405,87.16,0.8716352476983779,8.58,0.08583954405962298,1.05,0.01052170100832968,0.82,0.008154318281455502,0.71,0.007102148180622534,0.63,0.006313020604997808,1.04,0.010434020166593599
38,urgell,30174,2331,655,3270,156,466,187,37239,81.03,0.8102795456376379,6.26,0.06259566583420607,1.76,0.017589086710169444,8.78,0.08781116571336502,0.42,0.004189156529444937,1.25,0.012513762453341926,0.5,0.005021617121834636
39,aran,8637,882,107,261,95,339,40,10361,83.36,0.8336067947109352,8.51,0.08512691825113405,1.03,0.010327188495318985,2.52,0.025190618666151916,0.92,0.009168999131357977,3.27,0.032718849531898464,0.39,0.003860631213203359
40,valles occidental,829649,18188,5903,34127,10991,26858,11670,937386,88.51,0.8850665574267165,1.94,0.019402892725088706,0.63,0.006297299084902058,3.64,0.03640656037107445,1.17,0.011725159112681436,2.87,0.028652017418651442,1.24,0.012449513860885483
41,valles oriental,376778,6808,2514,14896,2722,8200,3397,415315,90.72,0.9072101898558925,1.64,0.016392376870568125,0.61,0.006053236699854327,3.59,0.03586675174265316,0.66,0.006554061375100827,1.97,0.019744049697217773,0.82,0.008179333758713266
42,moianes,12893,286,91,317,72,307,253,14219,90.67,0.9067444968000563,2.01,0.020113932062732962,0.64,0.006399887474505943,2.23,0.02229411351009213,0.51,0.00506364723257613,2.16,0.021590829172234333,1.78,0.017793093747802236
